seed1,team1,score1,seed2,team2,score2,round,year
1,Connecticut,82,1,Oklahoma,70,2,2002
1,Tennessee,95,16,Alabama State,43,64,2003
8,Virginia,72,9,Illinois,56,64,2003
5,South Carolina,68,12,UT-Chattanooga,54,64,2003
4,Penn State,64,13,Holy Cross,33,64,2003
6,Colorado,84,11,BYU,45,64,2003
3,North Carolina,72,14,Austin Peay,70,64,2003
7,George Washington,71,10,Oklahoma,61,64,2003
2,Villanova,51,15,Saint Francis,36,64,2003
1,Duke,66,16,Georgia State,48,64,2003
8,Utah,73,9,DePaul,64,64,2003
5,Georgia,80,12,Charlotte,61,64,2003
4,Rutgers,64,13,Western Kentucky,52,64,2003
6,New Mexico,91,11,Miami (FL),85,64,2003
3,Mississippi State,73,14,Manhattan,47,64,2003
7,UC Santa Barbara,71,10,Xavier,62,64,2003
2,Texas Tech,67,15,Missouri State,59,64,2003
1,Connecticut,91,16,Boston University,44,64,2003
9,TCU,50,8,Michigan State,47,64,2003
5,Boston College,73,12,Old Dominion,72,64,2003
4,Vanderbilt,54,13,Liberty,44,64,2003
11,Notre Dame,59,6,Arizona,47,64,2003
3,Kansas State,79,14,Harvard,69,64,2003
7,Virginia Tech,61,10,Georgia Tech,59,64,2003
2,Purdue,66,15,Valparaiso,51,64,2003
1,LSU,86,16,Texas State,50,64,2003
8,Green Bay,78,9,Washington,65,64,2003
5,Louisiana Tech,94,12,Pepperdine,60,64,2003
4,Ohio State,66,13,Weber State,44,64,2003
6,Minnesota,68,11,Tulane,48,64,2003
3,Stanford,82,14,Western Michigan,66,64,2003
7,Arkansas,71,10,Cincinnati,57,64,2003
2,Texas,90,15,Hampton,46,64,2003
1,Tennessee,81,8,Virginia,51,32,2003
4,Penn State,77,5,South Carolina,67,32,2003
6,Colorado,86,3,North Carolina,67,32,2003
2,Villanova,70,7,George Washington,57,32,2003
1,Duke,65,8,Utah,54,32,2003
5,Georgia,74,4,Rutgers,64,32,2003
6,New Mexico,73,3,Mississippi State,61,32,2003
2,Texas Tech,71,7,UC Santa Barbara,48,32,2003
1,Connecticut,81,9,TCU,66,32,2003
5,Boston College,86,4,Vanderbilt,85,32,2003
11,Notre Dame,59,3,Kansas State,53,32,2003
2,Purdue,80,7,Virginia Tech,62,32,2003
1,LSU,80,8,Green Bay,69,32,2003
5,Louisiana Tech,74,4,Ohio State,61,32,2003
6,Minnesota,68,3,Stanford,56,32,2003
2,Texas,67,7,Arkansas,50,32,2003
1,Tennessee,86,4,Penn State,58,16,2003
2,Villanova,53,6,Colorado,51,16,2003
1,Duke,66,5,Georgia,63,16,2003
2,Texas Tech,81,6,New Mexico,76,16,2003
1,Connecticut,70,5,Boston College,49,16,2003
2,Purdue,66,11,Notre Dame,47,16,2003
1,LSU,69,5,Louisiana Tech,63,16,2003
2,Texas,73,6,Minnesota,60,16,2003
1,Tennessee,73,2,Villanova,49,8,2003
1,Duke,80,2,Texas Tech,79,8,2003
1,Connecticut,73,2,Purdue,64,8,2003
2,Texas,78,1,LSU,60,8,2003
1,Tennessee,66,1,Duke,56,4,2003
1,Connecticut,71,2,Texas,69,4,2003
1,Connecticut,73,1,Tennessee,68,2,2003
1,Penn State,79,16,Hampton,42,64,2004
8,Virginia Tech,89,9,Iowa,76,64,2004
5,Notre Dame,69,12,Missouri State,65,64,2004
13,Middle Tennessee,67,4,North Carolina,62,64,2004
11,UC Santa Barbara,76,6,Colorado,49,64,2004
3,Houston,62,14,Green Bay,47,64,2004
7,Auburn,79,10,NC State,59,64,2004
2,Connecticut,91,15,Pennsylvania,55,64,2004
1,Duke,103,16,Northwestern State,51,64,2004
9,Marquette,67,8,Old Dominion,64,64,2004
5,Louisiana Tech,81,12,Montana,77,64,2004
4,Texas Tech,60,13,Maine,50,64,2004
6,Ohio State,73,11,West Virginia,67,64,2004
3,Boston College,58,14,Eastern Michigan,56,64,2004
7,Minnesota,92,10,UCLA,81,64,2004
2,Kansas State,71,15,Valparaiso,63,64,2004
1,Tennessee,77,16,Colgate,54,64,2004
9,DePaul,83,8,George Washington,46,64,2004
5,Florida,68,12,New Mexico,56,64,2004
4,Baylor,71,13,Loyola Marymount,60,64,2004
6,Stanford,68,11,Missouri,44,64,2004
3,Oklahoma,58,14,Marist,45,64,2004
10,Chattanooga,74,7,Rutgers,69,64,2004
2,Vanderbilt,76,15,Lipscomb,45,64,2004
1,Texas,92,16,Southern,57,64,2004
8,Michigan State,72,9,Arizona,60,64,2004
12,Maryland,86,5,Miami (FL),85,64,2004
4,LSU,83,13,Austin Peay,66,64,2004
6,TCU,70,11,Temple,57,64,2004
3,Georgia,78,14,Liberty,53,64,2004
7,Villanova,66,10,Ole Miss,63,64,2004
2,Purdue,78,15,Saint Francis,59,64,2004
1,Penn State,61,8,Virginia Tech,48,32,2004
5,Notre Dame,59,13,Middle Tennessee,46,32,2004
11,UC Santa Barbara,56,3,Houston,52,32,2004
2,Connecticut,79,7,Auburn,53,32,2004
1,Duke,76,9,Marquette,67,32,2004
5,Louisiana Tech,81,4,Texas Tech,64,32,2004
3,Boston College,63,6,Ohio State,48,32,2004
7,Minnesota,80,2,Kansas State,61,32,2004
1,Tennessee,79,9,DePaul,59,32,2004
4,Baylor,91,5,Florida,76,32,2004
6,Stanford,68,3,Oklahoma,43,32,2004
2,Vanderbilt,60,10,Chattanooga,44,32,2004
1,Texas,80,8,Michigan State,61,32,2004
4,LSU,76,12,Maryland,61,32,2004
3,Georgia,85,6,TCU,71,32,2004
2,Purdue,60,7,Villanova,42,32,2004
1,Penn State,55,5,Notre Dame,49,16,2004
2,Connecticut,63,11,UC Santa Barbara,57,16,2004
1,Duke,63,5,Louisiana Tech,49,16,2004
7,Minnesota,76,3,Boston College,63,16,2004
1,Tennessee,71,4,Baylor,69,16,2004
6,Stanford,57,2,Vanderbilt,55,16,2004
4,LSU,71,1,Texas,55,16,2004
3,Georgia,66,2,Purdue,64,16,2004
2,Connecticut,66,1,Penn State,49,8,2004
7,Minnesota,82,1,Duke,75,8,2004
1,Tennessee,62,6,Stanford,60,8,2004
4,LSU,62,3,Georgia,60,8,2004
2,Connecticut,67,7,Minnesota,58,4,2004
1,Tennessee,52,4,LSU,50,4,2004
2,Connecticut,70,1,Tennessee,61,2,2004
1,LSU,70,16,Stetson,36,64,2005
9,Arizona,72,8,Oklahoma,69,64,2005
5,DePaul,79,12,Virginia Tech,78,64,2005
13,Liberty,78,4,Penn State,70,64,2005
6,Georgia,75,11,Rice,49,64,2005
3,Texas,63,14,Oral Roberts,58,64,2005
7,Boston College,65,10,Houston,43,64,2005
2,Duke,80,15,Canisius,48,64,2005
1,North Carolina,97,16,Coppin State,62,64,2005
9,George Washington,60,8,Ole Miss,57,64,2005
5,Arizona State,87,12,Eastern Kentucky,65,64,2005
4,Notre Dame,61,13,UC Santa Barbara,51,64,2005
6,Virginia,79,11,Old Dominion,57,64,2005
3,Minnesota,64,14,Saint Francis,33,64,2005
10,Oregon,58,7,TCU,55,64,2005
2,Baylor,91,15,Illinois State,70,64,2005
1,Tennessee,94,16,Western Carolina,43,64,2005
9,Purdue,68,8,New Mexico,56,64,2005
12,Middle Tennessee,60,5,NC State,58,64,2005
4,Texas Tech,69,13,Texas-Arlington,49,64,2005
6,Temple,66,11,Louisiana Tech,61,64,2005
3,Rutgers,62,14,Hartford,37,64,2005
7,Maryland,65,10,Green Bay,55,64,2005
2,Ohio State,86,15,Holy Cross,45,64,2005
1,Michigan State,73,16,Alcorn State,41,64,2005
8,USC,65,9,Louisville,49,64,2005
5,Vanderbilt,67,12,Montana,44,64,2005
4,Kansas State,70,13,Bowling Green,60,64,2005
6,Florida State,87,11,Richmond,54,64,2005
3,Connecticut,95,14,Dartmouth,47,64,2005
10,Utah,73,7,Iowa State,61,64,2005
2,Stanford,94,15,Santa Clara,57,64,2005
1,LSU,76,9,Arizona,43,32,2005
13,Liberty,88,5,DePaul,79,32,2005
6,Georgia,70,3,Texas,68,32,2005
2,Duke,70,7,Boston College,65,32,2005
1,North Carolina,71,9,George Washington,47,32,2005
5,Arizona State,70,4,Notre Dame,61,32,2005
3,Minnesota,73,6,Virginia,58,32,2005
2,Baylor,69,10,Oregon,46,32,2005
1,Tennessee,75,9,Purdue,54,32,2005
4,Texas Tech,80,12,Middle Tennessee,69,32,2005
3,Rutgers,61,6,Temple,54,32,2005
2,Ohio State,75,7,Maryland,65,32,2005
1,Michigan State,61,8,USC,59,32,2005
5,Vanderbilt,63,4,Kansas State,60,32,2005
3,Connecticut,70,6,Florida State,52,32,2005
2,Stanford,88,10,Utah,62,32,2005
1,LSU,90,13,Liberty,48,16,2005
2,Duke,63,6,Georgia,57,16,2005
1,North Carolina,79,5,Arizona State,72,16,2005
2,Baylor,64,3,Minnesota,57,16,2005
1,Tennessee,75,4,Texas Tech,59,16,2005
3,Rutgers,64,2,Ohio State,58,16,2005
1,Michigan State,76,5,Vanderbilt,64,16,2005
2,Stanford,76,3,Connecticut,59,16,2005
1,LSU,59,2,Duke,49,8,2005
2,Baylor,72,1,North Carolina,63,8,2005
1,Tennessee,59,3,Rutgers,49,8,2005
1,Michigan State,76,2,Stanford,69,8,2005
2,Baylor,68,1,LSU,57,4,2005
1,Michigan State,68,1,Tennessee,64,4,2005
2,Baylor,84,1,Michigan State,62,2,2005
1,North Carolina,75,16,UC Riverside,51,64,2006
8,Vanderbilt,76,9,Louisville,64,64,2006
5,UCLA,74,12,Bowling Green,61,64,2006
4,Purdue,73,13,Missouri State,54,64,2006
11,TCU,69,6,Texas A&M,65,64,2006
3,Rutgers,63,14,Dartmouth,58,64,2006
7,George Washington,87,10,Old Dominion,72,64,2006
2,Tennessee,102,15,Army,54,64,2006
1,Ohio State,68,16,Oakland (MI),45,64,2006
8,Boston College,78,9,Notre Dame,61,64,2006
5,Utah,76,12,Middle Tennessee,71,64,2006
4,Arizona State,80,13,Stephen F. Austin,61,64,2006
11,New Mexico,83,6,Florida,59,64,2006
3,Baylor,74,14,Northern Arizona,56,64,2006
7,St. John's,78,10,California,68,64,2006
2,Maryland,95,15,Sacred Heart,54,64,2006
1,Duke,96,16,Southern,27,64,2006
8,USC,67,9,South Florida,65,64,2006
5,Kentucky,69,12,Chattanooga,59,64,2006
4,Michigan State,65,13,Milwaukee,46,64,2006
11,Hartford,64,6,Temple,58,64,2006
3,Georgia,75,14,Marist,60,64,2006
7,Virginia Tech,82,10,Missouri,51,64,2006
2,Connecticut,77,15,Coppin State,54,64,2006
1,LSU,72,16,Florida Atlantic,48,64,2006
9,Washington,73,8,Minnesota,69,64,2006
12,Tulsa,71,5,NC State,61,64,2006
4,DePaul,68,13,Liberty,43,64,2006
6,Florida State,80,11,Louisiana Tech,71,64,2006
3,Stanford,72,14,SE Missouri State,45,64,2006
7,BYU,67,10,Iowa,62,64,2006
2,Oklahoma,78,15,Pepperdine,66,64,2006
1,North Carolina,89,8,Vanderbilt,70,32,2006
4,Purdue,61,5,UCLA,54,32,2006
3,Rutgers,82,11,TCU,48,32,2006
2,Tennessee,66,7,George Washington,53,32,2006
8,Boston College,79,1,Ohio State,69,32,2006
5,Utah,86,4,Arizona State,65,32,2006
3,Baylor,87,11,New Mexico,67,32,2006
2,Maryland,81,7,St. John's,74,32,2006
1,Duke,85,8,USC,51,32,2006
4,Michigan State,67,5,Kentucky,63,32,2006
3,Georgia,73,11,Hartford,54,32,2006
2,Connecticut,79,7,Virginia Tech,56,32,2006
1,LSU,72,9,Washington,49,32,2006
4,DePaul,71,12,Tulsa,67,32,2006
3,Stanford,88,6,Florida State,70,32,2006
2,Oklahoma,86,7,BYU,70,32,2006
1,North Carolina,70,4,Purdue,68,16,2006
2,Tennessee,76,3,Rutgers,69,16,2006
5,Utah,57,8,Boston College,54,16,2006
2,Maryland,82,3,Baylor,63,16,2006
1,Duke,86,4,Michigan State,61,16,2006
2,Connecticut,77,3,Georgia,75,16,2006
1,LSU,66,4,DePaul,56,16,2006
3,Stanford,88,2,Oklahoma,74,16,2006
1,North Carolina,75,2,Tennessee,63,8,2006
2,Maryland,75,5,Utah,65,8,2006
1,Duke,63,2,Connecticut,61,8,2006
1,LSU,62,3,Stanford,59,8,2006
2,Maryland,81,1,North Carolina,70,4,2006
1,Duke,64,1,LSU,45,4,2006
2,Maryland,78,1,Duke,75,2,2006
1,North Carolina,95,16,Prairie View A&M,38,64,2007
9,Notre Dame,62,8,California,59,64,2007
5,George Washington,76,12,Boise State,67,64,2007
4,Texas A&M,58,13,Texas – Arlington,50,64,2007
6,Iowa State,79,11,Washington,60,64,2007
3,Georgia,53,14,Belmont,36,64,2007
7,Georgia Tech,55,10,DePaul,54,64,2007
2,Purdue,63,15,Oral Roberts,42,64,2007
1,Tennessee,76,16,Drake,37,64,2007
8,Pittsburgh,71,9,James Madison,61,64,2007
5,Middle Tennessee,85,12,Gonzaga,46,64,2007
13,Marist,67,4,Ohio State,63,64,2007
6,Marquette,87,11,Louisiana-Lafayette,58,64,2007
3,Oklahoma,74,14,SE Missouri State,60,64,2007
7,Ole Miss,88,10,TCU,74,64,2007
2,Maryland,89,15,Harvard,65,64,2007
1,Connecticut,82,16,UMBC,33,64,2007
9,Green Bay,59,8,New Mexico,52,64,2007
5,Baylor,68,12,Chattanooga,55,64,2007
4,NC State,84,13,Robert Morris,52,64,2007
11,West Virginia,65,6,Xavier,52,64,2007
3,LSU,77,14,UNC-Asheville,39,64,2007
10,Florida State,85,7,Old Dominion,75,64,2007
2,Stanford,96,15,Idaho State,58,64,2007
1,Duke,81,16,Holy Cross,44,64,2007
8,Temple,64,9,Nebraska,61,64,2007
5,Michigan State,69,12,Delaware,58,64,2007
4,Rutgers,77,13,East Carolina,34,64,2007
6,Louisville,80,11,BYU,54,64,2007
3,Arizona State,57,14,UC Riverside,50,64,2007
7,Bowling Green,70,10,Oklahoma State,66,64,2007
2,Vanderbilt,62,15,Delaware State,47,64,2007
1,North Carolina,60,9,Notre Dame,51,32,2007
5,George Washington,59,4,Texas A&M,47,32,2007
3,Georgia,76,6,Iowa State,56,32,2007
2,Purdue,76,7,Georgia Tech,63,32,2007
1,Tennessee,68,8,Pittsburgh,54,32,2007
13,Marist,73,5,Middle Tennessee,59,32,2007
3,Oklahoma,78,6,Marquette,47,32,2007
7,Ole Miss,89,2,Maryland,78,32,2007
1,Connecticut,94,9,Green Bay,70,32,2007
4,NC State,78,5,Baylor,72,32,2007
3,LSU,49,11,West Virginia,43,32,2007
10,Florida State,68,2,Stanford,61,32,2007
1,Duke,62,8,Temple,52,32,2007
4,Rutgers,70,5,Michigan State,57,32,2007
3,Arizona State,67,6,Louisville,58,32,2007
7,Bowling Green,60,2,Vanderbilt,59,32,2007
1,North Carolina,70,5,George Washington,56,16,2007
2,Purdue,78,3,Georgia,65,16,2007
1,Tennessee,65,13,Marist,46,16,2007
7,Ole Miss,90,3,Oklahoma,82,16,2007
1,Connecticut,78,4,NC State,71,16,2007
3,LSU,55,10,Florida State,43,16,2007
4,Rutgers,53,1,Duke,52,16,2007
3,Arizona State,67,7,Bowling Green,49,16,2007
1,North Carolina,84,2,Purdue,72,8,2007
1,Tennessee,98,7,Ole Miss,62,8,2007
3,LSU,73,1,Connecticut,50,8,2007
4,Rutgers,64,3,Arizona State,45,8,2007
1,Tennessee,56,1,North Carolina,50,4,2007
4,Rutgers,59,3,LSU,35,4,2007
1,Tennessee,59,4,Rutgers,46,2,2007
1,Connecticut,89,16,Cornell,47,64,2008
8,Texas,72,9,Minnesota,55,64,2008
5,Old Dominion,82,12,Liberty,62,64,2008
4,Virginia,86,13,UC Santa Barbara,52,64,2008
6,George Washington,66,11,Auburn,56,64,2008
3,California,77,14,San Diego,60,64,2008
7,Iowa State,58,10,Georgia Tech,55,64,2008
2,Rutgers,85,15,Robert Morris,42,64,2008
1,Maryland,80,16,Coppin State,66,64,2008
8,Nebraska,61,9,Xavier,58,64,2008
5,West Virginia,61,12,New Mexico,60,64,2008
4,Vanderbilt,75,13,Montana,62,64,2008
6,Pittsburgh,63,11,Wyoming,58,64,2008
3,Baylor,88,14,Fresno State,67,64,2008
7,UTEP,92,10,Western Kentucky,60,64,2008
2,Stanford,85,15,Cleveland State,47,64,2008
1,North Carolina,85,16,Bucknell,50,64,2008
8,Georgia,67,9,Iowa,61,64,2008
5,Kansas State,69,12,Chattanooga,59,64,2008
4,Louisville,81,13,Miami (OH),67,64,2008
11,Florida State,60,6,Ohio State,49,64,2008
3,Oklahoma State,85,14,East Tennessee State,73,64,2008
7,Marist,76,10,DePaul,57,64,2008
2,LSU,66,15,Jackson State,32,64,2008
1,Tennessee,94,16,Oral Roberts,55,64,2008
9,Purdue,66,8,Utah,59,64,2008
5,Notre Dame,75,12,SMU,62,64,2008
4,Oklahoma,69,13,Illinois State,61,64,2008
6,Arizona State,61,11,Temple,54,64,2008
3,Duke,78,14,Murray State,57,64,2008
10,Hartford,59,7,Syracuse,55,64,2008
2,Texas A&M,91,15,UTSA,52,64,2008
1,Connecticut,89,8,Texas,55,32,2008
5,Old Dominion,88,4,Virginia,85,32,2008
6,George Washington,55,3,California,53,32,2008
2,Rutgers,69,7,Iowa State,58,32,2008
1,Maryland,76,8,Nebraska,64,32,2008
4,Vanderbilt,64,5,West Virginia,46,32,2008
6,Pittsburgh,67,3,Baylor,59,32,2008
2,Stanford,88,7,UTEP,54,32,2008
1,North Carolina,80,8,Georgia,66,32,2008
4,Louisville,80,5,Kansas State,63,32,2008
3,Oklahoma State,73,11,Florida State,72,32,2008
2,LSU,68,7,Marist,49,32,2008
1,Tennessee,78,9,Purdue,52,32,2008
5,Notre Dame,79,4,Oklahoma,75,32,2008
3,Duke,67,6,Arizona State,59,32,2008
2,Texas A&M,63,10,Hartford,39,32,2008
1,Connecticut,78,5,Old Dominion,63,16,2008
2,Rutgers,53,6,George Washington,42,16,2008
1,Maryland,80,4,Vanderbilt,66,16,2008
2,Stanford,72,6,Pittsburgh,53,16,2008
1,North Carolina,78,4,Louisville,74,16,2008
2,LSU,67,3,Oklahoma State,52,16,2008
1,Tennessee,74,5,Notre Dame,64,16,2008
